,Unnamed: 0,Seat,Constituency_title,Candidate_Name,Party,Votes,Total_Valid_Votes,Total_Rejected_Votes,Total_Votes,Total_Registered_Voters,Turnout,Election
280,280,Gujrat-V,NA-51,Mumtaz Ahmed Tarar ,PNA,43167,,,,173390,,1977
281,281,Gujrat-V,NA-51,M. Nazir ,PML (Q),,,,,173390,,1977
282,282,Gujrat-V,NA-51,Ch. Sultan Ahmad ,IND,,,,,173390,,1977
283,283,Gujrat-V,NA-51,Bahadur Khan ,IND,,,,,173390,,1977
284,284,Gujrat-V,NA-51,M. Inayat ,IND,,,,,173390,,1977
285,285,Gujrat-VI,NA-52,Mohammad Gulzar Rana,PPPP,51628,,,,169084,,1977
286,286,Gujrat-VI,NA-52,Allama Inayarullah ,PNA,23624,,,,169084,,1977
287,287,Gujrat-VI,NA-52,M. Bakhsh,IND,,,,,169084,,1977
288,288,Gujrat-VI,NA-52,Ghulam Rasool,IND,,,,,169084,,1977
289,289,Sargodha-I,NA-53,Malik Nasim Ahmad Aheer,PPPP,55499,90831,3016,93847,148964,0.63,1977
290,290,Sargodha-I,NA-53,Qari Abdus Sami,PNA,35332,90831,3016,93847,148964,0.63,1977
291,291,Sargodha-II,NA-54,Karam Bakhsh,PPPP,58623,88353,2972,91325,161352,0.566,1977
292,292,Sargodha-II,NA-54,Qazi Mureed Ahmad ,PNA,20844,88353,2972,91325,161352,0.566,1977
293,293,Sargodha-II,NA-54,Ghulam Nabi Shah,IND,7255,88353,2972,91325,161352,0.566,1977
294,294,Sargodha-II,NA-54,Mian Muhammad ,IND,1236,88353,2972,91325,161352,0.566,1977
295,295,Sargodha-II,NA-54,Amir Abdullah ,IND,395,88353,2972,91325,161352,0.566,1977
296,296,Sargodha-III,NA-55,Mohammad Zakir Qureshi,PPPP,78227,101616,3348,104964,149734,0.701,1977
297,297,Sargodha-III,NA-55,Syed Nusrat Ali Shah,PNA,23389,101616,3348,104964,149734,0.701,1977
298,298,Sargodha-IV,NA-56,Mehr Khuda Dad Khan,PPPP,56469,85842,2862,88704,127265,0.697,1977
299,299,Sargodha-IV,NA-56,Syed Mazahir Hussain ,PNA,28111,85842,2862,88704,127265,0.697,1977
300,300,Sargodha-IV,NA-56,M. Akram ,PML (Q),1054,85842,2862,88704,127265,0.697,1977
301,301,Sargodha-IV,NA-56,Ch. Zafarullah Khan ,IND,208,85842,2862,88704,127265,0.697,1977
302,302,Sargodha-V,NA-57,Hafeez Ullah Cheema,PPPP,77471,109486,3686,113172,157841,0.717,1977
303,303,Sargodha-V,NA-57,Tufail Ahmad ,PNA,32015,109486,3686,113172,157841,0.717,1977
304,304,Sargodha-V,NA-57,Shabbir Ahmad ,JUI (H),   ,109486,3686,113172,157841,0.717,1977
305,305,Sargodha-VI,NA-58,Malik Noor Hayat Khan Noon,PPPP,60298,91356,2989,94345,156201,0.604,1977
306,306,Sargodha-VI,NA-58,M. Akram Ranjha ,PNA,29550,91356,2989,94345,156201,0.604,1977
307,307,Sargodha-VI,NA-58,Sher Muhammad ,IND,1508,91356,2989,94345,156201,0.604,1977
308,308,Sargodha-VII,NA-59,Malik Anwar Ali Noon,PPPP,53927,77761,2643,80404,160808,0.5,1977
309,309,Sargodha-VII,NA-59,Ch. Fazal Illahi ,PNA,20639,77761,2643,80404,160808,0.5,1977
310,310,Sargodha-VII,NA-59,M. Iqbal ,IND,2252,77761,2643,80404,160808,0.5,1977
311,311,Sargodha-VII,NA-59,Ch. Mian Khan ,IND,943,77761,2643,80404,160808,0.5,1977
312,312,Mianwali-I,NA-60,Nawabzada Malik Muzaffar Khan,PPPP,61167,113512,1883,115395,187026,0.617,1977
313,313,Mianwali-I,NA-60,Molana Abdus Sattar Khan ,PNA,52345,113512,1883,115395,187026,0.617,1977
314,314,Mianwali-II,NA-61,Amir Abdullah Khan,PPPP,89283,162563,5402,167965,189791,0.885,1977
315,315,Mianwali-II,NA-61,Molana Abdus Sattar Khan ,PNA,73280,162563,5402,167965,189791,0.885,1977
316,316,Mianwali-III,NA-62,Ghulam Hussan Khan,PPPP,81278,117578,3914,121492,179722,0.676,1977
317,317,Mianwali-III,NA-62,Molana M. Abdullah ,PNA,33152,117578,3914,121492,179722,0.676,1977
318,318,Mianwali-III,NA-62,Malik Allah Nawaz ,IND,3148,117578,3914,121492,179722,0.676,1977
319,319,Jhang-I,NA-63,Sardarzada Muhammad Ali Shah,PPPP,84523,118061,3980,122041,179736,0.679,1977
320,320,Jhang-I,NA-63,M. Zahoor ,PNA,33538,118061,3980,122041,179736,0.679,1977
321,321,Jhang-II,NA-64,Mehr Ghulam Haider,PPPP,81256,122214,4074,126288,179641,0.703,1977
322,322,Jhang-II,NA-64,Rahmatullah,PNA,40958,122214,4074,126288,179641,0.703,1977
323,323,Jhang-III,NA-65,Faisal Saleh Hayat,PPPP,83242,102626,3342,105968,160314,0.661,1977
324,324,Jhang-III,NA-65,Zafar Jamal Khan ,PNA,17248,102626,3342,105968,160314,0.661,1977
325,325,Jhang-III,NA-65,M. Shafi ,IND,950,102626,3342,105968,160314,0.661,1977
326,326,Jhang-III,NA-65,Ghulam Shabir Khan ,IND,911,102626,3342,105968,160314,0.661,1977
327,327,Jhang-IV,NA-66,Syed Zulfiqar Ali Bokhari,PPPP,63362,105498,3449,108947,161643,0.674,1977
328,328,Jhang-IV,NA-66,Nawab Iftikhar Ahmad Khan Ansari ,PNA,42136,105498,3449,108947,161643,0.674,1977
329,329,Jhang-V,NA-67,Mohammd Nazir Sultan,PPPP,80735,118861,3841,122702,169478,0.724,1977
330,330,Jhang-V,NA-67,Nawazish Ali Khan,PNA,36227,118861,3841,122702,169478,0.724,1977
331,331,Jhang-V,NA-67,Mian Umar Hayat,IND,873,118861,3841,122702,169478,0.724,1977
332,332,Jhang-V,NA-67,Malik Falak Sher,IND,803,118861,3841,122702,169478,0.724,1977
333,333,Jhang-V,NA-67,Hazrat Haji Sultan ,,,118861,3841,122702,169478,0.724,1977
334,334,Jhang-V,NA-67,Khizar Hayat Sahib,IND,223,118861,3841,122702,169478,0.724,1977
335,335,Lyallpur-I,NA-68,Mian Mohammad Atta Ullah,PPPP,64149,115882,3854,119736,158591,0.755,1977
336,336,Lyallpur-I,NA-68,Tufail Ahmad ,PNA,49961,115882,3854,119736,158591,0.755,1977
337,337,Lyallpur-I,NA-68,Gul Nawaz Khan ,PML (Q),1012,115882,3854,119736,158591,0.755,1977
338,338,Lyallpur-I,NA-68,Amanat Malik ,PIM,760,115882,3854,119736,158591,0.755,1977
339,339,Lyallpur-II,NA-69,Mian Zahid Sarfraz,PNA,44870,89928,3029,92957,132417,0.702,1977
340,340,Lyallpur-II,NA-69,Mian M. Iqbal ,PPPP,42412,89928,3029,92957,132417,0.702,1977
341,341,Lyallpur-II,NA-69,M. Mukhtar Rana ,PIM,2304,89928,3029,92957,132417,0.702,1977
342,342,Lyallpur-II,NA-69,Mushtaq Hussain ,IND,342,89928,3029,92957,132417,0.702,1977
343,343,Lyallpur-III,NA-70,Ch. Nisar Akbar,PPPP,59615,102071,3367,105438,148924,0.708,1977
344,344,Lyallpur-III,NA-70,M. Siddiqi Randhawa ,PNA,39026,102071,3367,105438,148924,0.708,1977
345,345,Lyallpur-III,NA-70,M. Mukhtar Rana ,PIM,3430,102071,3367,105438,148924,0.708,1977
346,346,Lyallpur-III,NA-70,Jamil Ahsan Gill ,,,102071,3367,105438,148924,0.708,1977
347,347,Lyallpur-IV,NA-71,Rana Sakhawat Ali Khan,PPPP,59728,98049,3246,101295,141671,0.715,1977
348,348,Lyallpur-IV,NA-71,Talib Hussain ,PNA,38321,98049,3246,101295,141671,0.715,1977
349,349,Lyallpur-V,NA-72,Ch. Mohammad Anwar Ali Khan,PPPP,51782,83372,2764,86136,146489,0.588,1977
350,350,Lyallpur-V,NA-72,Asghar Ali ,PNA,18913,83372,2764,86136,146489,0.588,1977
351,351,Lyallpur-V,NA-72,M. Aslam Khan,IND,12112,83372,2764,86136,146489,0.588,1977
352,352,Lyallpur-V,NA-72,M. Yousaf ,IND,565,83372,2764,86136,146489,0.588,1977
353,353,Lyallpur-VI,NA-73,Major (retd) Moeen-ud-Din,PPPP,74435,102931,3379,106310,151871,0.7,1977
354,354,Lyallpur-VI,NA-73,Ch. M. Hassan ,PNA,25704,102931,3379,106310,151871,0.7,1977
355,355,Lyallpur-VI,NA-73,Ghulam Jilani ,IND,2792,102931,3379,106310,151871,0.7,1977
356,356,Lyallpur-VII,NA-74,Ch. Imtiiaz Ahmad Gill,PPPP,71243,113117,3757,116874,163460,0.715,1977
357,357,Lyallpur-VII,NA-74,Rahmat Ali ,PNA,40518,113117,3757,116874,163460,0.715,1977
358,358,Lyallpur-VII,NA-74,M. Aslam Khan ,IND,832,113117,3757,116874,163460,0.715,1977
359,359,Lyallpur-VII,NA-74,Syed Ghulam Abdul Hassan ,IND,524,113117,3757,116874,163460,0.715,1977
360,360,Lyallpur-VIII,NA-75,Khan Shahadat Ali Khan,PPPP,61359,89039,2981,92020,147232,0.625,1977
361,361,Lyallpur-VIII,NA-75,M. Siddiqi ,PNA,22940,89039,2981,92020,147232,0.625,1977
362,362,Lyallpur-VIII,NA-75,Rai Amir Khan ,PML (Q),4740,89039,2981,92020,147232,0.625,1977
363,363,Lyallpur-IX,NA-76,Mr. Ghulam Nabi Chaudhry,PPPP,62270,104401,3479,107880,152805,0.706,1977
364,364,Lyallpur-IX,NA-76,M. Abdullah Qazi ,PNA,42131,104401,3479,107880,152805,0.706,1977
365,365,Lyallpur-X,NA-77,Asad Masood,PPPP,60465,99837,3332,103169,151053,0.683,1977
366,366,Lyallpur-X,NA-77,Haji Din Muhammad ,PNA,36438,99837,3332,103169,151053,0.683,1977
367,367,Lyallpur-X,NA-77,Mian Ali Hassan ,IND,2934,99837,3332,103169,151053,0.683,1977
368,368,Lyallpur-XI,NA-78,Rai Hafeezullah Khan Tariq,PPPP,60792,92513,3110,95623,145324,0.658,1977
369,369,Lyallpur-XI,NA-78,Dr. Cap. (R) Nasir Ahmad ,PNA,30550,92513,3110,95623,145324,0.658,1977
370,370,Lyallpur-XI,NA-78,Ziauddin,IND,1171,92513,3110,95623,145324,0.658,1977
371,371,Lyallpur-XII,NA-79,Mohammad Bashir Ahmad,PPPP,52143,93332,3130,96462,140207,0.688,1977
372,372,Lyallpur-XII,NA-79,Abdul Rahman Jami ,PNA,41189,93332,3130,96462,140207,0.688,1977
373,373,Lyallpur-XIII,NA-80,Ch. Bashir Ahmad,PPPP,62440,102972,510,103482,142537,0.726,1977
374,374,Lyallpur-XIII,NA-80,Hamza M. A. Sahib ,PNA,40123,102972,510,103482,142537,0.726,1977
375,375,Lyallpur-XIII,NA-80,Ch. Akhtar Hussain Gill ,PML (Q),409,102972,510,103482,142537,0.726,1977
376,376,Lahore-I,NA-81,S.M. Masood,PPPP,45317,78187,2562,80749,133029,0.607,1977
377,377,Lahore-I,NA-81,Ch. Rafiq Ahmad Bajwa,PNA,32870,78187,2562,80749,133029,0.607,1977
378,378,Lahore-II,NA-82,Khalid Latif Kardar,PPPP,53649,87415,2862,90277,134742,0.67,1977
379,379,Lahore-II,NA-82,M. Hanif Ramay ,PNA,32614,87415,2862,90277,134742,0.67,1977
380,380,Lahore-II,NA-82,Mirza M. Ibrahim ,PWP,888,87415,2862,90277,134742,0.67,1977
381,381,Lahore-II,NA-82,Ch. Feroz Din ,PML (Q),264,87415,2862,90277,134742,0.67,1977
382,382,Lahore-III,NA-83,Mian Ehsan-ul-Haq,PPPP,65931,100560,3297,103857,161019,0.645,1977
383,383,Lahore-III,NA-83,Khurshid Mehmood Kasuri,PNA,34314,100560,3297,103857,161019,0.645,1977
384,384,Lahore-III,NA-83,Nawabzada Zulifqar Ali Khan ,IND,315,100560,3297,103857,161019,0.645,1977
385,385,Lahore-III,NA-83,Sh. Shaukat Ali ,PML (Q),  ,100560,3297,103857,161019,0.645,1977
386,386,Lahore-IV,NA-84,Dr. S.M. Yaqub,PPPP,45568,77184,2567,79751,126188,0.632,1977
387,387,Lahore-IV,NA-84,Malik M. Qasim ,PNA,31616,77184,2567,79751,126188,0.632,1977
388,388,Lahore-IV,NA-84,Syed Abul Asim Jafferi ,IND,,77184,2567,79751,126188,0.632,1977
389,389,Lahore-V,NA-85,Mian Salah-ud-Din,PPPP,50807,85491,2765,88256,138986,0.635,1977
390,390,Lahore-V,NA-85,Amir Habibullah Khan Saadi ,PNA,31214,85491,2765,88256,138986,0.635,1977
391,391,Lahore-V,NA-85,Ghulam Mustafa Shah ,IND,2440,85491,2765,88256,138986,0.635,1977
392,392,Lahore-V,NA-85,Sh. Shaukat Ali ,PML (Q),617,85491,2765,88256,138986,0.635,1977
393,393,Lahore-V,NA-85,Mirza M. Hanif Qadri ,IND,413,85491,2765,88256,138986,0.635,1977
394,394,Lahore-VI,NA-86,Malik Mohammad Akhtar,PPPP,49560,90466,2922,93388,137538,0.679,1977
395,395,Lahore-VI,NA-86,Obaidullah Anwar ,PNA,40827,90466,2922,93388,137538,0.679,1977
396,396,Lahore-VI,NA-86,Sh. Shaukat Ali ,IND,79,90466,2922,93388,137538,0.679,1977
397,397,Lahore-VII,NA-87,Muhammad Rashid,PPPP,58773,94117,3071,97188,148833,0.653,1977
398,398,Lahore-VII,NA-87,Rehmat Illahi ,PNA,35053,94117,3071,97188,148833,0.653,1977
399,399,Lahore-VII,NA-87,Yousaf Farooq ,IND,291,94117,3071,97188,148833,0.653,1977
400,400,Lahore-VIII,NA-88,Malik Meraj Khalid,PPPP,72532,114365,3843,118208,160173,0.738,1977
401,401,Lahore-VIII,NA-88,Abdul Qayoom Khan,PNA,41833,114365,3843,118208,160173,0.738,1977
402,402,Kasur-I,NA-89,Sardar Ahmed Ali,PPPP,60412,112327,4747,117074,159719,0.733,1977
403,403,Kasur-I,NA-89,Mian Amir Ahmed ,PNA,52860,112327,4747,117074,159719,0.733,1977
404,404,Kasur-I,NA-89,Allah Ditta Taseer ,IND,   ,112327,4747,117074,159719,0.733,1977
405,405,Kasur-II,NA-90,Major Rehmat Khan,PPPP,53590,97700,3256,100956,142192,0.71,1977
406,406,Kasur-II,NA-90,Kamaluddin Kamal Salapuri ,PNA,44110,97700,3256,100956,142192,0.71,1977
407,407,Kasur-II,NA-90,Shahzada Jalil Sher Jan ,IND,  ,97700,3256,100956,142192,0.71,1977
408,408,Kasur-III,NA-91,Shafaat Khan,PPPP,81033,115958,3816,119774,159912,0.749,1977
409,409,Kasur-III,NA-91,Ehsan Illahi Zaheer,PNA,34925,115958,3816,119774,159912,0.749,1977
410,410,Kasur-III,NA-91,Qudartullah,IND,,115958,3816,119774,159912,0.749,1977
411,411,Kasur-III,NA-91,Siddiq Ahmad,IND,,115958,3816,119774,159912,0.749,1977
412,412,Kasur-IV,NA-92,Amjad Masood,PPPP,59749,105556,3519,109075,162798,0.67,1977
413,413,Kasur-IV,NA-92,Moeenuddin,PNA,45807,105556,3519,109075,162798,0.67,1977
414,414,Sheikhupura-I,NA-93,Manzoor Hussain,PPPP,82890,110157,3665,113822,162140,0.702,1977
415,415,Sheikhupura-I,NA-93,Ch. Muraduddin ,PNA,25219,110157,3665,113822,162140,0.702,1977
416,416,Sheikhupura-I,NA-93,Mushtaq Ahmad ,IND,1758,110157,3665,113822,162140,0.702,1977
417,417,Sheikhupura-I,NA-93,Malik Barkat Ali Atiq ,IND,290,110157,3665,113822,162140,0.702,1977
418,418,Sheikhupura-II,NA-94,Malik Mushtaq Ahmed,PPPP,60804,101752,3375,105127,159767,0.658,1977
419,419,Sheikhupura-II,NA-94,Mian Abdul Latif ,PNA,39063,101752,3375,105127,159767,0.658,1977
420,420,Sheikhupura-II,NA-94,Raja Khush Bakhat-ur-Rahman ,PML (Q),1516,101752,3375,105127,159767,0.658,1977
421,421,Sheikhupura-II,NA-94,Ch. M. Sadiq Rahmani ,IND,369,101752,3375,105127,159767,0.658,1977
422,422,Sheikhupura-III,NA-95,Mohammad Arif Awan,PPPP,73404,121258,3942,125200,172690,0.725,1977
423,423,Sheikhupura-III,NA-95,M. Hussain ,PNA,47854,121258,3942,125200,172690,0.725,1977
424,424,Sheikhupura-IV,NA-96,Shamim Haider,PPPP,85440,123606,4062,127668,175851,0.726,1977
425,425,Sheikhupura-IV,NA-96,Mian Nazir Ahmad,PNA,38166,123606,4062,127668,175851,0.726,1977
426,426,Sheikhupura-V,NA-97,Rai Rashid Ahmad Khan,PPPP,88037,115610,3883,119493,178082,0.671,1977
427,427,Sheikhupura-V,NA-97,Malik Shhadat Khan,PNA,27573,115610,3883,119493,178082,0.671,1977
428,428,Sheikhupura-V,NA-97,Rai Asghar Ali,IND,  ,115610,3883,119493,178082,0.671,1977
429,429,Gujranwala-I,NA-98,Ch. Ghulam Haider Cheema,PPPP,68738,136248,4509,140757,184479,0.763,1977
430,430,Gujranwala-I,NA-98,Hamid Nasir Chattha,PNA,65290,136248,4509,140757,184479,0.763,1977
431,431,Gujranwala-I,NA-98,M. Qasim,IND,2220,136248,4509,140757,184479,0.763,1977
432,432,Gujranwala-II,NA-99,Mian Saif Ulah,PPPP,95487,141468,4639,146107,197176,0.741,1977
433,433,Gujranwala-II,NA-99,Ch. Irshadullah ,PNA,43257,141468,4639,146107,197176,0.741,1977
434,434,Gujranwala-II,NA-99,M. Zahid Abbasi,IND,2724,141468,4639,146107,197176,0.741,1977
435,435,Gujranwala-III,NA-100,Khan Ghulam Dastgir,PNA,52147,101785,3404,105189,154917,0.679,1977
436,436,Gujranwala-III,NA-100,Habib-ur-Rahman,PPPP,48474,101785,3404,105189,154917,0.679,1977
437,437,Gujranwala-III,NA-100,Abdul Ghafoor,JUI (H),929,101785,3404,105189,154917,0.679,1977
438,438,Gujranwala-III,NA-100,M. Sharif,IND,174,101785,3404,105189,154917,0.679,1977
439,439,Gujranwala-III,NA-100,M. Siddiq Nadeem,IND,61,101785,3404,105189,154917,0.679,1977
440,440,Gujranwala-IV,NA-101,Mian Azhar Hassan,PPPP,67602,114072,3702,117774,155992,0.755,1977
441,441,Gujranwala-IV,NA-101,Ch. Zafarullah Khan ,PNA,41189,114072,3702,117774,155992,0.755,1977
442,442,Gujranwala-IV,NA-101,Shabir Ahmad ,JUI (H),2479,114072,3702,117774,155992,0.755,1977
443,443,Gujranwala-IV,NA-101,M. Din ,IND,2802,114072,3702,117774,155992,0.755,1977
444,444,Gujranwala-V,NA-102,Malik Mahdi Hassan,PPPP,61398,116931,3826,120757,164744,0.733,1977
445,445,Gujranwala-V,NA-102,yed M. Khalil-ur-Rahman Chishti ,PNA,55533,116931,3826,120757,164744,0.733,1977
446,446,Gujranwala-V,NA-102,Saeed Ahmad Malhi ,PML (Q),,116931,3826,120757,164744,0.733,1977
447,447,Gujranwala-VI,NA-103,Mian Shahadat Khan,PPPP,71979,125488,4165,129653,174970,0.741,1977
448,448,Gujranwala-VI,NA-103,Qazi Asmatullah,PNA,48346,125488,4165,129653,174970,0.741,1977
449,449,Gujranwala-VI,NA-103,Mian M. Nawaz,IND,2218,125488,4165,129653,174970,0.741,1977
450,450,Gujranwala-VI,NA-103,Ch. Gulzar,IND,1826,125488,4165,129653,174970,0.741,1977
451,451,Gujranwala-VI,NA-103,Altaf Hussain,IND,777,125488,4165,129653,174970,0.741,1977
452,452,Gujranwala-VI,NA-103,Molvi Zahid-ur-Rashid,IND,,125488,4165,129653,174970,0.741,1977
453,453,Gujranwala-VI,NA-103,Asif Hayat,IND,342,125488,4165,129653,174970,0.741,1977
454,454,Sialkot-I,NA-104,Qazi Zaka-ud-Din,PPPP,67088,115943,3748,119691,180802,0.662,1977
455,455,Sialkot-I,NA-104,Kh. M. Sardar,PNA,48855,115943,3748,119691,180802,0.662,1977
456,456,Sialkot-II,NA-105,Mian Masud Ahmad,PPPP,83859,114977,3796,118773,164506,0.722,1977
457,457,Sialkot-II,NA-105,Ch. Nasiruddin,PNA,30909,114977,3796,118773,164506,0.722,1977
458,458,Sialkot-II,NA-105,Javed M. Khan,PML (Q),209,114977,3796,118773,164506,0.722,1977
459,459,Sialkot-III,NA-106,Ch. Sultan Ahmad,PPPP,73648,125661,4141,129802,176842,0.734,1977
460,460,Sialkot-III,NA-106,Mazoor Ahmad,PNA,52013,125661,4141,129802,176842,0.734,1977
461,461,Sialkot-III,NA-106,Khan Abdul Qayoom Khan,PML (Q),,125661,4141,129802,176842,0.734,1977
462,462,Sialkot-IV,NA-107,Maulana Kausar Niazi,PPPP,78805,108595,3547,112142,165158,0.679,1977
463,463,Sialkot-IV,NA-107,Ch. Asadullah Khan Bajwa,PNA,29790,108595,3547,112142,165158,0.679,1977
464,464,Sialkot-IV,NA-107,M. Mehmood,IND,,108595,3547,112142,165158,0.679,1977
465,465,Sialkot-V,NA-108,Hamid Nawaz Khan,PPPP,90775,112000,3622,115622,161936,0.714,1977
466,466,Sialkot-V,NA-108,Kh. M. Iqbal Butt,PNA,21255,112000,3622,115622,161936,0.714,1977
467,467,Sialkot-VI,NA-109,Ghulam Sarwar Khan,PPPP,68342,94879,3096,97975,163837,0.598,1977
468,468,Sialkot-VI,NA-109,Barak Allah Khan ,PNA,26537,94879,3096,97975,163837,0.598,1977
469,469,Sialkot-VI,NA-109,M. Ayub Khan ,IND,,94879,3096,97975,163837,0.598,1977
470,470,Sialkot-VII,NA-110,Anwar Aziz Chaudhry,PPPP,102334,121120,3976,125096,156959,0.797,1977
471,471,Sialkot-VII,NA-110,M. Salman ,PNA,9450,121120,3976,125096,156959,0.797,1977
472,472,Sialkot-VII,NA-110,Ch. Abdul Rauf ,IND,9336,121120,3976,125096,156959,0.797,1977
473,473,Multan-I,NA-111,Syed Abbas Hussain Shah,PPPP,51910,107267,3550,110817,168929,0.656,1977
474,474,Multan-I,NA-111,M. Rafiq,PNA,50555,107267,3550,110817,168929,0.656,1977
475,475,Multan-I,NA-111,Ali Muhammad ,IND,3939,107267,3550,110817,168929,0.656,1977
476,476,Multan-I,NA-111,Ahmad Hayat Khan ,IND,863,107267,3550,110817,168929,0.656,1977
477,477,Multan-II,NA-112,Rifat Hayat Khan,PPPP,53714,95940,3216,99156,149782,0.662,1977
478,478,Multan-II,NA-112,Rao Shakir Ali,PNA,41166,95940,3216,99156,149782,0.662,1977
479,479,Multan-II,NA-112,Noor M. Chauhan,PSP,1060,95940,3216,99156,149782,0.662,1977
480,480,Multan-III,NA-113,Ch. Barkat Ullah,PPPP,63699,113965,3772,117737,162845,0.723,1977
481,481,Multan-III,NA-113,Ghulam Haider Wyne,PNA,49197,113965,3772,117737,162845,0.723,1977
482,482,Multan-III,NA-113,M. Sanaullah Bodla,IND,1069,113965,3772,117737,162845,0.723,1977
483,483,Multan-IV,NA-114,Hussain Qureshi,PPPP,58173,102806,3369,106175,149965,0.708,1977
484,484,Multan-IV,NA-114,M. Arif,PNA,38230,102806,3369,106175,149965,0.708,1977
485,485,Multan-IV,NA-114,M. Yaqoob,IND,3060,102806,3369,106175,149965,0.708,1977
486,486,Multan-IV,NA-114,Mansab Ali,PML (Q),2191,102806,3369,106175,149965,0.708,1977
487,487,Multan-IV,NA-114,M. Iqbal,IND,938,102806,3369,106175,149965,0.708,1977
488,488,Multan-IV,NA-114,Risaldar Azizuddin,IND,214,102806,3369,106175,149965,0.708,1977
489,489,Multan-V,NA-115,Syed Hamid Raza Gilani,PPPP,73920,103967,3467,107434,161313,0.666,1977
490,490,Multan-V,NA-115,Mian Sajid Pervaiz,PNA,25835,103967,3467,107434,161313,0.666,1977
491,491,Multan-V,NA-115,Syed M. Shah ,IND,2400,103967,3467,107434,161313,0.666,1977
492,492,Multan-V,NA-115,Abdul Hamid ,IND,1405,103967,3467,107434,161313,0.666,1977
493,493,Multan-V,NA-115,Mian Khalid Hussain ,IND,407,103967,3467,107434,161313,0.666,1977
494,494,Multan-VI,NA-116,Sh. Khizar Hayat,PNA,39590,77851,2520,80371,133064,0.604,1977
495,495,Multan-VI,NA-116,Sahabzada Farooq Ali Khan,PPPP,38158,77851,2520,80371,133064,0.604,1977
496,496,Multan-VI,NA-116,Haji Mushtaq Ahmad,PML (Q),103,77851,2520,80371,133064,0.604,1977
497,497,Multan-VII,NA-117,Maulana Hamid Ali Khan,PNA,44675,86525,2819,89344,154574,0.578,1977
498,498,Multan-VII,NA-117,Feroz Din Ansari,PPPP,41850,86525,2819,89344,154574,0.578,1977
499,499,Multan-VIII,NA-118,Ch. Abdul Rehman,PPPP,63334,110844,3587,114431,158932,0.72,1977
500,500,Multan-VIII,NA-118,Khan Khurshid Ahmad Khan,PNA,45597,110844,3587,114431,158932,0.72,1977
501,501,Multan-VIII,NA-118,Rana Rab Nawaz Khan,IND,1476,110844,3587,114431,158932,0.72,1977
502,502,Multan-VIII,NA-118,M. Khalil Khan,IND,437,110844,3587,114431,158932,0.72,1977
503,503,Multan-IX,NA-119,Nasir Ali Rizvi,PPPP,62141,114119,3808,117927,168467,0.7,1977
504,504,Multan-IX,NA-119,Zafarullah Khan,PNA,50450,114119,3808,117927,168467,0.7,1977
505,505,Multan-IX,NA-119,Mehmood Ali Khan,IND,1528,114119,3808,117927,168467,0.7,1977
506,506,Multan-X,NA-120,Taj Ahmed,PPPP,60672,111751,3690,115441,156849,0.736,1977
507,507,Multan-X,NA-120,Abdul Razzaq Khan,PNA,51079,111751,3690,115441,156849,0.736,1977
508,508,Vehari-I,NA-121,Mohammad Nawaz Khan Alias Dilawar Khan,PPPP,91905,127782,4134,131916,173346,0.761,1977
509,509,Vehari-I,NA-121,Haji Jamshed Ali Khan,PNA,35877,127782,4134,131916,173346,0.761,1977
510,510,Vehari-II,NA-122,Mian Riaz Ahmed Khan,PPPP,78474,123532,4121,127653,175107,0.729,1977
511,511,Vehari-II,NA-122,Sufi M. Tufail,PNA,42920,123532,4121,127653,175107,0.729,1977
512,512,Vehari-II,NA-122,Ch. Ateeq Ahmad Bajwa ,IND,2138,123532,4121,127653,175107,0.729,1977
513,513,Vehari-III,NA-123,Agha Saleem Khurshid,PPPP,63908,119296,3938,123234,174553,0.706,1977
514,514,Vehari-III,NA-123,Qurban Ali,PNA,54225,119296,3938,123234,174553,0.706,1977
515,515,Vehari-III,NA-123,Nisar Ahmad,IND,1163,119296,3938,123234,174553,0.706,1977
516,516,D.G.-Khan-I,NA-124,Maulana Mufti Mahmood,PNA,51525,101071,3343,104414,197008,0.53,1977
517,517,D.G.-Khan-I,NA-124,Manzoor Ahmad Lund,PPPP,49546,101071,3343,104414,197008,0.53,1977
518,518,D.G.-Khan-I,NA-124,Ch. Ghulam,IND,,101071,3343,104414,197008,0.53,1977
519,519,D.G.-Khan-II,NA-125,Sardar Farooq Ahmad Khan Leghari,PPPP,81044,112687,3656,116343,200591,0.58,1977
520,520,D.G.-Khan-II,NA-125,Abdullah Khan,PNA,31643,112687,3656,116343,200591,0.58,1977
521,521,D.G.-Khan-III,NA-126,Mir Balakh Sher Khan Mazari,PPPP,82266,108542,3488,112030,198988,0.563,1977
522,522,D.G.-Khan-III,NA-126,Malik Abdul Majid Javed,PNA,26276,108542,3488,112030,198988,0.563,1977
523,523,D.G.-Khan-III,NA-126,Naeem Asif Jaswal,IND,,108542,3488,112030,198988,0.563,1977
524,524,Muzaffargarh-I,NA-127,Mohammad Ibrahim Barq,PPPP,64737,111129,3657,114786,183952,0.624,1977
525,525,Muzaffargarh-I,NA-127,Molvi M. Luqman ,PNA,42950,111129,3657,114786,183952,0.624,1977
526,526,Muzaffargarh-I,NA-127,Ghulam Qasim,IND,2161,111129,3657,114786,183952,0.624,1977
527,527,Muzaffargarh-I,NA-127,M. Baqir Zaidi,IND,1281,111129,3657,114786,183952,0.624,1977
528,528,Muzaffargarh-I,NA-127,Amir Muhammad,IND,,111129,3657,114786,183952,0.624,1977
